-2.004049167,-2.317313279
-1.753236526,-2.366253095
-1.937340921,-2.587901037
-2.398455815,-1.940941629
-1.778460026,-1.948589516
-2.034694485,-2.090331109
-2.443556597,-2.215953263
-2.138191631,-1.682863332
-1.896914513,-2.528912047
-1.902774809,-2.115524684
-2.2030766,-1.816497113
-1.690700143,-1.720615964
-2.251765257,-2.092763713
-1.900620971,-1.707336462
-2.143752271,-2.055697693
-2.331900492,-2.358861987
-1.756242253,-1.593127991
-2.021603036,-1.698940131
-1.891509192,-2.193535926
-1.891581318,-1.53858903
-2.010747812,-1.530606903
-2.785923531,-1.753429249
-1.97388588,-2.089702205
-1.972471767,-2.596270674
-2.065901566,-1.892866229
-1.556631787,-2.155481065
-2.242548081,-2.150527113
-1.725379365,-1.901374667
-2.158928061,-1.84601977
-1.970876735,-1.709406503
-2.210615928,-2.098298644
-2.117632446,-2.439054484
-1.911163917,-1.921683418
-1.998465963,-2.07037614
-2.424611223,-2.126193597
-2.102814355,-2.240683181
-2.048385713,-1.878784743
-1.43414423,-1.947626656
-1.922734883,-2.022333775
-2.575631365,-2.007954163
-1.981930937,-1.261027366
-2.057708289,-1.909535797
-2.010413531,-2.350603411
-1.657153156,-1.77442009
-1.762690416,-2.272816236
-1.579161707,-2.420555319
-1.823942872,-1.342863312
-2.297160898,-2.169889319
-1.97010459,-2.151042696
-2.465199029,-1.979431108
-2.318691114,-1.857922271
-2.27582727,-1.535019678
-2.234975988,-2.096618455
-1.755944835,-2.369259295
-1.93176202,-1.607857174
-2.48224497,-1.944609842
-1.922035162,-1.765453138
-2.371085213,-2.396136984
-1.84341753,-1.910904598
-1.924852145,-1.896065537
-2.204007416,-1.930323891
-1.912078258,-2.214305425
-1.440267647,-1.857850124
-2.357391049,-1.803033917
-2.292404501,-1.763874619
-1.652421326,-2.246204696
-1.710987161,-1.876165722
-1.753381952,-1.430962105
-2.073616435,-2.226120849
-2.266854329,-2.244743085
-2.023130513,-1.897654408
-1.91699276,-1.751845025
-1.996099432,-1.563939777
-2.07939705,-1.18394925
-1.812299796,-2.257147267
-2.321267749,-1.855258275
-2.067038836,-1.785799852
-1.858028713,-2.021848674
-2.254038115,-2.454454167
-2.133954486,-1.743080362
-1.935771877,-2.373721634
-1.948045722,-1.884404786
-2.265157231,-1.953882468
-1.982537384,-2.342891089
3.018984575,1.926148942
1.576125928,1.619872672
-1.12407079,-1.651265246
2.474889244,2.480907157
2.936578549,3.30592442
0.090739191,0.012130357
2.386361432,1.199711446
1.615735018,2.366341355
3.120042735,-1.296038745
-0.995336379,-3.248144481
0.626241128,-3.71246181
-0.275215855,0.341157078
-1.707669983,0.726666085
-3.755998,-3.70121449
2.580804485,-1.118474869
-2.983515899,0.17794608
2.159948425,-2.27343178
0.983123807,-3.31722028
-3.586546231,0.250837053
0.325080973,1.099439212
